Code,Term,Explanation
UMA-0931,Ihtibas al-Mashima,Prolonged  retention  of  the  dead  foetus  or  retention of placenta in the uterus after the  birth  of  the  baby.    Its  possible  English  equivalent is retained placenta .
UMA-0932,Ihtibas al-Nafas,Cessation  of  vaginal  discharge  or  blood  before  the  normal  period  after  the  child  birth  which  can  be  20-25  days  in  case  of  male  birth  and  35-40  days  in  case  of  female birth. It is caused by inflammation  and  chronic  fever  and  diseases  related  to  amenorrhoea.    Its  possible  English  equivalent is retention of lochia.
UMA-0934,‘Usr al-Haml,Same as ‘Usr al-Wilada.
UMA-0935,Mani‘ al-Haml,Contraceptive
UMA-0936,Qilla al-Laban,"Cessation  or  decreased  secretion  of  milk  due  to  anaemia,  or  excessive  evacuation  of  blood,  malnutrition  or  intake  of  cold  and  dry  food,  impaired  temperament  and  weak  absorptive  faculty  of  breasts.    Its  possible  English  equivalent  is  suppressed  lactation."
UMA-0937,Kathra al-Laban,Excess  formation  of  milk  resulting  in  engorgement  in  the  breast  which  can  get  infected  leading  to  the  inflammation  followed by pain and fever. Rarely it can  also be seen in the absence of pregnancy.   Its  possible  English  equivalent  is  excessive galactorrhoea.
UMA-0938,Tajabbun al-Laban,"Coagulation  of  milk  in  the  mammary  glands  causes  distention  of  breasts  and  pain. It may be due to excessive heat and  cold,  increased  viscosity  and  retention  of  milk.    Its  possible  English  equivalent  is  coagulation of milk."
UMA-0939,Waram al-Thadi,"It  is  inflammation  of  breast  due  to  predominance of humours, coagulation of  milk  or  blood  in  breasts  and  trauma.  It  may be of two types acute or chronic .  Its  possible English equivalent is  mastitis."
UMA-0940,Dubayla wa Qarha  al-Thadyayn,Breast  abscess  that  is  formed  when  the  inflammatory  matter  gets  infected  and  collected  within  the  breast.    Its  possible  English equivalent is breast abscess.
UMA-0941,‘Izam wa Suqut al- Thadyayn,An  abnormal  condition  in  which  breast  becomes  large  and  flaccid.    Its  possible  English  equivalent  is  enlargement  of  breast.
UMA-0942,Tasaghghur al- Thadyayn,A  condition  where  breasts  become  very  small in size.
UMA-0943,Tamaddud al- Thadyayn,Non  inflammatory  distention  of    breast  due  to  accumulation  of  milk.  Its  possible  English  equivalent  is  distension  of  breasts.
UMA-0944,Taghzir al-Laban,Same as Kathra al-Laban.
UMA-0946,Quruh al-Rahim,"Ulcers  of  uterus  which  may  be  due  to  internal  or  external  factors.  External  factors  such  as  any  injury  that  damages  the  internal  lining  of  the  uterus  and  internal  factors  such  as  difficult  labour,  extensive  labour  pain,  forceful  manual  removal  of  dead  foetus  and  placenta  damaging  some  part  of  uterus.  Sometimes,  it  may  be  because  of  acute  yellow  bile  causing  gradual  erosion  of  uterus  due  to  its  acute  nature  or  inflammation  and  rupture  of  pustules.  Its  possible  English  equivalent  is  uterine  ulceration."
UMA-0947,Hikka al-Rahim,"Sensation of itching in uterine region and  vagina  due  to  acute  yellow  bile  and  irritant,  acidic  and  corrosive  humours.  It  may  be  of  two  types:  Sadhij  (simple)  Warami  (inflammatory)  due  to  chronic  inflammation  of  ovaries  and  uterus.Its  possible  English  equivalent  is  pruritus  uteri."
UMA-0948,Farismus al-Nisa’,Same as Hikka al-Rahim.
UMA-0949,Shuqaq al-Rahim,Tearing  of  the  uterus  and  cervix  during  child  birth  especially  in  abnormal  pregnancy  due  to  Yubusat-i-Rahim  (dryness  of  uterus).  Its  possible  English  equivalent is rupture of uterus.
UMA-0950,Inqilab al-Rahim,"A  condition  where  uterus  descends  and  prolapses  through  vagina.  It  may  be  of  2  types:(a) first , fundus comes out of the cervix,  blocking the cervical opening,(b) Second only  cervix  comes  out  of  the  vaginal  opening  but  body  of    the  uterus  remains  inside,  leaving  cervical  canal  open.  Its  possible  English  equivalent is uterine prolapse."
UMA-0952,Ratq,"Obstruction  of  vagina  by  an  abnormal  growth  either  muscular  or  membranous.  Due  to  this  growth,  hymen  becomes  too  rigid  to  rupture  which  hinders  sexual  intercourse.  Other  causes  are  adhesion  or  stricture  following  the    injury  or  scar  of  vulva  and  vagina,  absence  of  opening,  responsible  for  amenorrhaea.  Its  possible  English equivalent is imperforated hymen."
UMA-0953,Bawasir al-Rahim,"A  growth,  similar  to  piles,  accompanied  with  dilatation  of  uterine  blood  vessels  due to accumulation of blood. Its possible  English equivalent is uterine polyps."
UMA-0954,Kathrat-i-Hayd,"Increased  menstrual  bleeding  which  includes  increase  in  amount  of  bleeding,  prolonged  duration  of  bleeding  and  increased  number  of  cycles.  Its  possible  English equivalent is polymenorrhoea."
UMA-0955,Istihada,Same as Kathrat-i-Hayd.
UMA-0956,Sayalan al-Rahim,"Yellowish  white  discharge  from  uterus  due  to  uterine  diseases  like  amenorrhoea,  metritis,  displacement  of  uterus  and  sometimes  due  to  anemia  and  general  debility. Its possible English equivalent is  leucorrhoea."
UMA-0957,Nasur al-Rahim,An ulcer with constant pain and discharge  usually  unresponsive  to  the  treatment  for  at  least  40  days  transform  into  fistula  which  can  extend  to  pubic  bone  and  muscles  of  the  anal  sphincter  and  urinary  bladder. Its possible English equivalent is  fistula in utero.
UMA-0958,Saratan al-Rahim,"An  abnormal  growth  which  starts  from  cervix  and  spreads  quickly  inside  and  outside  of  the  uterus,  neighbouring  lymphatic  nodes  become  enlarged  and  uterus gets distended. Its possible English  equivalent is uterine carcinoma."
UMA-0959,Ikhtinaq al-Rahim,A state of mind with unmanageable emotional  excess.  People  who  are  hysterical  often  lose  self control. The patients feel a gas ball rolling  from  abdomen  upto  throat.  Some  organs  develop spasm especially calf muscles during  the  attack.  Its  possible  English  equivalent  is  hysteria.
UMA-0961,Buthur al-Rahim,"Small  eruptions  in  the    internal  lining  or  other  part  the  uterus  especially  near  the  cervix  due  to  involvement  of  abnormal  Dam  (blood)  or  fluid  containing  blood  reverting  back  towards  the  uterus  during  menstruation.  Some  other    causes  are  leucorrhoea, chronic metritis, formation of  sharp  humours  in  uterus,  syphilis,  gonorrhoea."
UMA-0962,Baras,"White  discolouration  of  the  skin  which  can  appear  anywhere  in  the  body  but  mostly occurs on hands and feet.  When it  involves  most  of  the  body’s  skin  it  is  known  as  Baras  Muntashir  (extensive  vitiligo).  It is caused by the weakness of  Quwwat  Mughayyira  (transformative  faculty),    cold  impaired  temperament  of  organs  ,or  it  may  be  congenital.  Its  possible  English  equivalent  is  vitiligo/  leucoderma."
UMA-0963,Bahaq Abyad,"Slight  white  discolouration  of  the  skin,  associated  with  fine  scaling  of  the  skin.   Its  causes  are  the  same  as  that  of  Baras  but  mild  in  severity  that  is  why  it  is  confined  only  to  the  skin.    It  is  also  considered  to  be  an  infection  of  the  skin  which  is  caused  by  some  organism  and  can  spread  to  others  by  clothes.  Its  possible  English  equivalent  is  pitryasis  alba."
UMA-0964,Wadah,Same as Bahaq Abyad.
UMA-0965,Bahaq Aswad,Blackish  discoloration  of  the  skin.    It  is  due to predominance of burnt yellow bile.   Its possible English equivalent is pitryasis  nigra.
UMA-0966,Baras Aswad,Black  discoloration  of  the  skin  with  scaling.  The  skin  becomes  rough.    It  is  due  to  the  accumulation  of  black  bile  under the skin.
UMA-0967,Kalaf,"Bluish, black or red spots united to form a patch on  the face.  It is due to burnt blood, collected under the  skin. It is most commonly seen on cheeks, forehead,  upper  lips  etc.    Its  possible  English  equivalent  is  melasma/cholasma."
UMA-0969,Namash,Reddish spot on the skin which is usually  congenital. Its possible English equivalent  is naevus.
UMA-0970,Khilan,Black  coloured  circular  spots  slightly  raised from the surface of the skin. These  are  caused by the predominance of burnt  black bile. Its possible English equivalent  is mole.
UMA-0971,Khudra wa Sawad,Greenish or blackish  discolouration of the  skin  due  to  the  accumulation  of  blood  beneath  it  after  trauma.    Its  possible  English equivalent is ecchymosis.
UMA-0972,Washm,Marks  on  the  skin  formed  by  tattooing.   Its  possible  English  equivalent  is  tattoo  marks.
UMA-0973,Athar al-Quruh,Marks left after the healing of a wound or  other morbid process.  Its possible English  equivalent is scar marks/cicatrix.
UMA-0974,Athar al-Judari,Scars  of  the  eruptions  of  small  pox.    Its  possible English equivalent is poxmarks.
UMA-0975,Badushnam,An  ugly  extensive  red  discolouration  of  the skin which is commonly seen on face  and  extremities.    It  mostly  occurs  in  winter season and often accompanied with  ulcers.    Its  possible  English  equivalent  is  rosacae.
UMA-0976,Fasad al-Lawn,"Pigmentation  of  skin  due  to  following  causes:  1.  Deviation  of  waste  humours  towards skin.  2.  Predominance  of  waste  materials  in blood such as in Jaundice.  3.  Weakness  of  the  organs  e.g.  liver,  spleen.  4.  Exposure to sun and cold climate.  5.  Irregularities  in  food  intake  e.g.  excessive  use  of  fruit  of  Carum  carvi    and  fruit  of    Ptychotis  ajowan make the skin pale.  6.  Intake of stagnant water.  7.  Chronic  illness,  increased  sexual  activity, excessive grief.  Its  possible  English  equivalent  is  discolouration."
UMA-0978,Hazaz-o-Ibriyya,Scaling  of  the  skin  of  scalp  which  sheds  without  ulcers.    When  the  intensity  of  waste  humour  increases  the  ulceration  of  skin occurs. It is caused by saline phlegm  or  the  blood  mixed  with  black  bile.   Sometimes  it  occurs  secondary  to  other  diseases  in  the  body.  Its  possible  English  equivalent  is  dandruff/seborrhic  dermatitis.
UMA-0979,Bafa,Same as Hazaz-o-Ibriyya.
UMA-0980,Hubayra,Same as Hazaz-o-Ibriyya.
UMA-0981,Qishr al-Ra’s,Same as Hazaz-o-Ibriyya.
UMA-0982,Hibriyya,Same as Hazaz-o-Ibriyya.
UMA-0983,Da’al-Tha‘lab,"Its  literal  meaning  is  fox’s  disease.  It  is  the  falling  of  hair  in  the  form  of  patches  from  scalp,  beard  and  eyebrows.      It  is  termed  as  Da’al-Tha‘lab,  because    the  condition of scalp resembles with the farm  that has been ravaged by foxes. Its causes  may  be  acrid  phlegm,  viscid  and  morbid  sanguineous matter, consumption of spicy  and  salty  diets,  burnt  blood  and  nervine  weakness.  Its  possible  English  equivalent  is alopecia areata/pelade."
UMA-0984,Da’ al-Hayya,"Its  literal  meaning  is  “snake’s  disease”.  The  snakes  have  a  peculiar  phenomenon  of  shedding  the  entire  skin  on  a  cyclical  basis i.e moulting. There is scaling of skin  with loss of hair in this disease also, hence  the name."
UMA-0985,Intithar al-Sha‘r,"Falling of hair that can be due to weakness of  Quwwat  Namiya  (growing  faculty)  or  dilatation of the hair follicles.  It may also be  due  to  nutritional  deficiencies,  laxity  of  skin,  dryness, predominance of viscous and morbid  humours,  ulcers  of  scalp  and  alopecia.    Its  possible English equivalent is ptylosis/hair fall."
UMA-0987,Sala‘,Falling of hair from the anterior portion of  the  scalp.  Its  possible  English  equivalent  is baldness.
UMA-0988,Shayb,The  greying  of  scalp  hair  generally  because of ageing.  It is due to nutritional  deficiencies and predominance of Burudat  (coldness)  in  the  body.  Its  possible  English  equivalent  is  premature  greying  of hair/canities.
UMA-0989,Tatwil al-Sha‘r,"The  lengthening  of  hair,  which  can  be  done  by  using  drugs  that  have  strong  astringent and absorptive action."
UMA-0990,Inbat al-Sha‘r,To  grow  or  regrow  hair  in  cases  of  localised or generalised alopecia.
UMA-0991,Halq al-Sha‘r,Removal  of  hair.  Its  possible  English  equivalent is shaving.
UMA-0992,Taj‘id al-Sha‘r,Curling of hair for cosmetic purposes.
UMA-0993,Tarqiq al-Sha‘r,To make the hair thin. Its possible English  equivalent is thinning of hair.
UMA-0994,Tasbit al-Sha‘r,Straightening of hair. Its possible English  equivalent is straightening of hair.
UMA-0995,Tashaqquq al-Sha‘r,Splitting  of  the  hair  due  to  the  predominance of dryness in the body and  poor  nutrition.    Its  possible  English  equivalent is hair splitting.
UMA-0996,Namusa,"A condition in which there is foul smell of  hair.  Whenever there is an increase in the  nutrition  of  hair,  sebaceous  glands  which  are  situated  beneath  the  hair  become  hyperactive.    As  a  result  of  this  hyperactivity,  they  produce  large  amount  of sebum which leads to foul smell.  Apart  from  this,  it  is  also  caused  by  the  diversion of matter from the body towards  the scalp."
UMA-0997,Qummal-o-Si’ban,A  condition  in  which  lice  or  its  eggs  are  produced  as  a  result  of  unhygienic  conditions  of  hair.  Its  possible  English  equivalent is pediculosis.
UMA-0998,Qamqam,A  specific  type  of  lice  which  is  tightly  attached to the hair follicles and cannot be  seperated  easily  until  warm  water  is  poured on it.
UMA-1000,Baras al-Azfar,Whitening  of  nails  due  to  varied  reasons.  Its  possible  English  equivalent  is  leukonychia.
UMA-1001,Namash al-Azfar,Dotted  discolouration  of  nails.  In  this  condition  there  is  appearance  of  dots  of  different colours on nails.
UMA-1002,Judham al-Azfar,"A  condition  where  nails  become  thick,  weak and brittle that break into pieces.The  process  usually  begins  at  the  distal  nail  edge  and  then  involves  the  whole  nail  causing  discolouration,  ridging  and  black  discolouration.    It  is  due  to  accumulation  of black bile."
