Code,Term,Explanation
Z$28,ōṭu Pittam,"Szhcriphernia It is characterized by twitching of eyes, shouting in anger, roaring, dancing, excited looks, aggressively opposing others are the other symptoms similar to that of madness which are present in this disease, the patient will run here and there like a mad"
Z$29,Mūṭu Pittam,"Psychosis It is characterized by symptoms resemble that of schizophrenia, the patient will bury the available gold ornaments in different places, he will always talk ill of others whenever he sees other persons, muttering is another character of the disease, h"
Z$30,Naṭukku Pittam,"Aggrevation of pittham causing tremors It is characterized by bitter tasting vomiting, cough, sleeplessness, excessive salivation and dribbling of saliva over the chest. The head, forehead, back of the head and spine will feel hot with shivering. It is explained by increased Aẕal and vali. A"
Z$31,Kapāla Pittam,"Pain in the cranium and face It is characterized by piercing headache, tremors in the head, pain all over the body with shivering, yellowish discolouration of the body, pain over the nasal bridge, swelling on the face, syncope, not being able to lie in bed. It is explained by increas"
Z$32,Cartti Pittam,"Alcoholic liver disease It is characterized by paraesthesia all over the body, pain in liver, vomiting with bitter taste in tongue, syncope, excessive body heat, tastelessness, impotency, excessive thirst and indigestion. It is explained by increased Aẕal and vali. Among the se"
Z$33,Tāka Pittam,"Aggrevation of pittham and increased thrist It is characterized by discomfort in lower abdomen, sensation of heat all over body the patient will drink more water due to the feeling of excessive thirst, he will have a desire for cold and sour substances, sweating in neck will be seen, there will"
Z$34,Vikkal Pittam,"Aggrevation of pittham leading to recurrent hiccups It is characterized by excessive thirst and vomiting, hiccup, body will become cold, giddiness, inability to lie on bed and dribbling of milk like froth from the mouth arc the other symptoms, the whole body and extremities will be very much weak"
Z$35,Kṣaya Pittam,"Pulmonary tuberculosis It is characterized by severe cough resembling that of tuberculosis, body gets weakened, excessive thirst, body will have pallor resembling white cotton, heartburn, haemoptysis, sputum will be thicker and sleeplessness will also be present. It is exp"
Z$36,Timir Pittam,"Aggrevation of pittham causing neuralgia It is characterized by syncope, pricking pain in the stomach, vomiting occurs every morning, even in sleep, consciousness will be present without any change, body will be tired, the patient will always be adamant in his attitude. There will be p"
Z$37,Vali Pittam,"Aggrevation of pittham and pain all over the body It is characterized by inability to walk and pain in the lower abdomen, tongue gets dried, headache, pain in joints, pain in liver, passing greenish loose motion, body pain with palpitation, burning sensation in stomach. It is explained by increased Aẕal"
Z$38,Cīta Pittam,"Aggrevation of pittham causing perspiration It is characterized by Perspiration present throughout the body, syncope, neck stiffness, flatulent abdomen, severe cough and mental depression, saliva will be saltish in taste. Urine will be reddish in colour. It is explained by increased Aẕal. Among the"
Z$39,Kirumi Pittam,"Aggrevation of pittham and worm infestation It is characterized by coldness, pain and itching all over the body, urine and faeces get decreased, both upper and lower extremities will be cold and swollen, worms will be present in motion. It is explained by increased Aẕal which in turn increases vali"
Z$40,Acāttiya Pittam,"Psychosis It is explained by excessive thirst, argumentative tendency, the patient will behave as if he had consumed some alcoholic substances.Sometimes, he will forget about his dress, eyes are reddish and mouth is dry, this disease is very difficult to cure. It"
Z$41,Mārkka Pittam,"Aggrevation of pittham causing hallucination It is characterized by the patient will speak out what all he has learnt, suddenly he will get up and run, he will tear his clothes, muttering and singing are also its character, there will be convulsive movements in head and neck and then the body will g"
Z$42,Maruntīṭu Pittam,"Aggrevation of pittham due to drugs It is characterized by patient will be sitting silent without speaking to anybody, body will be swollen, lethargy, frequent fearfulness and mental confusion and painful abscess like mass in the umbilical area will also be present. It is explained b"
Z#,Aiya (Kapa) Nōykaḷ,
Z#1,Irumal,"Aggravated aiyam lodging in chest and face leading respiratory ailments. It is characterised by rigor, facial oedema, expectoration of phlegm with sweetness, generalised pallor, passes mucus in dysentery, frequency of micturition with less quantity, hyperpyrexia. This can be explained by increased aiyam influences vali affects"
Z#2,Kācam,"Chronic aiyam leading to pulse deficit. It is characterised by heaviness of the body, weak pulse, malaise, dryness of mouth, increased heat in the body, oedema of nasal septum, continuous cough, pruritus.This can be explained by deranged aiyam influences Aẕal affects vyanan. Among the seven uda"
Z#3,Cuvācam,"Aggravated aiyam leading to Stertor. It is characterised by congestion in the chest, nasal block,mouth breathing causing snoring, fever with rigor, syncope, constriction in the chest, dryness of mouth, rhinitis, increased thirst. It is explained by increased aiyam influences Aẕal, affects pr"
Z#4,Tīpaṉam,"Aggravated aiyam leading to hunger-starve. It is characterised by increased appetite, generalised burning sensation loss of vigour, severe pain due to constriction of the chest, bodyache, cold extremities, heaviness of the body with obesity, viscid uvula. It is explained by increased aiyam influe"
Z#5,Mantam,"Aggravated aiyam affecting pancha vayukkal. It is characterised by dyspepsia, oliguria, constipation, sweating all over the body, nausea, dyspnoea, heaviness in the lower abdomen stony in nature, dry cough, bitter or astringent taste in the mouth. It is explained by increased aiyam influences Aẕa"
Z#6,Vaḷi,"Aiyam along with Vali affecting genito urinary pathways. It is characterised by pain in the lower abdomen, dysuria, pain in the urethral orifice, anasarca with pitting on pressure, blackish discoloration of the lips and teeth, generalised bodyache, passes unusual discharge in the urine as in gonorrhoea. It is"
Z#7,Aẕal,"Aiyam affecting Azhal leading to dizziness. It is characterised by giddiness, difficulty in intake of food, hypersalivation, phlegm in the throat, cough and dyspnoea, icterus. It is explained by increased aiyam influences Aẕal and affects udanan, vyanan, pranan. Among the seven udarthadukkal, Cār"
Z#8,Mukkūṭṭu,"Aggravated aiyam along with Vali and aiyam causing fever with chills. It is characterised by dryness of the tongue with blackish discoloration, fever with burning sensation, generalised seizures, loss of vigour, poor memory, spasm, jerks in jaw, cheeks, ear, eyebrows, nose and vertex. It is explained by increased aiyam i"
Z#9,Cuka Caṉṉi,"Three humours affected leading to Seizure. It is characterised by dryness of the tongue with blackish discoloration, fever with burning sensation, generalised seizures, loss of vigour, poor memory, the muscles have spasms that jerks seen in jaw, cheeks, ear, eyebrows, nose and vertex. It is expl"
Z#10,Curam,"Aggravated aiyam with hyper pyrexia. It is characterised by intermittent fever, heaviness of the body with pain, increased sweating , vomitting , distented and painful abdomen, dyspnoea, cough, blackish discoloration of the tongue with thirst. It is explained by increased aiyam influences Aẕ"
Z#11,Aticāram,"Aggravated aiyam leading to Dysentry It is characterised by abdominal pain, spasmodic pain, excessive diarrhoea,fatigue, dehydration, pain in the chest and epigastrium, cough and dyspnoea, intense thirst, burning sensation of the body. It is explained by increased aiyam influences vali a"
Z#12,Nīrkkōvai,"Aggravated aiyam leading to Polyurea It is characterised by polydipsia, obstruction in throat while drinking water, polyuria, hoarseness of voice, cough with expectoration, toothache.It is explained by increased aiyam influences Aẕal and affects udanan,abanan. Among the seven udarthadukkal,"
Z#13,Aṉal,"Aggravated aiyam with fire element results in aggressive burning iin corpse It is characterised by productive cough, hyperpyrexia, burning sensation in both feet,hands and nose, extremities are cold, polyphagia. It is explained by increased aiyam influences Aẕal and affects udanan, samanan. Among the seven udarthadukkal,Cāram a"
Z#14,Pūtam,"Aggravated aiyam leading to Schizophrenia It is characterised by nystagmus, mute or speaks loudly, snoring with deep breathing, cough with expectoration, increased sweating, bruxism, fights.It is explained by increased aiyam influences vali and affects nagan, koorman, udanan, pranan. Among the"
Z#15,Muyalakaṉ,"Aggravated aiyam leading to evacuation of bledder and rectum. It is characterised by bodyache, numbness, redness of eyes with lacrimation, incontinence of urine and defaecation, cough with dyspnoea.It is explained by increased aiyam influences vali and affects abanan. Among the seven udarthadukkal, Cāram, senner, Ū"
Z#16,Veṟi,"Aggravated aiyam leading to Catatonia It is characterised by anxious look, attacks others, personality disorder, singing, redness of eyes, blackish discoloration, dryness of the lips. It is explained by increased aiyam influences vali and affects nagan, koorman. Among the seven udarthadukkal"
Z#17,Vikāram,"Aggravated aiyam with depressive Psychosis It is characterised by tactile hallucination, singing, maniac behaviour towards women, muttering, forgets intake of food, stupor. It is explained by increased aiyam influences vali and affects nagan and vyanan. Among the seven udarthadukkal, Cāram, senn"
Z#18,Curōṇitam,"Aggravated aiyam with Rheumatism. It is characterised by knee pain, pain in the lumbar and rib region, inflammation of knee joint and elbow joint, cough with expectoration, phlegm in the throat, sweet taste in the tongue. It is explained by increased aiyam influences vali and affects"
Z#19,Viraṇam,"Aggravated aiyam leading to ulceration in throat It is characterised by sorethroat,cough with expectoration, fever, pain in the nape of the neck, cheeks becomes swollen ,burning sensation of the body,yells in agony, ulcers in throat and tongue.It is explained by increased aiyam influences Aẕal and af"
Z#20,Turk Kantam,"Aggravated aiyam results in septicaemia It is characterised by ulcers all over the body, sero sanguineous or pus discharge from the ulcers with fishy odour, dysphagia, ascites, peripheral edema, emaciation, sweating and leads to fatal. It is explained by increased aiyam affects vyanan,udanan a"
